660,20190514,66900
660,20190514,67600
660,20190514,68000
660,20190514,68900
660,20190514,70300
660,20190514,70900
660,20190514,71600
660,20190514,71900
660,20190514,74500
660,20190514,74600
660,20190514,73500
660,20190514,74400
660,20190514,76000
660,20190514,80300
660,20190514,79900
660,20190514,80400
660,20190514,80700
660,20190414,79000
660,20190414,80000
660,20190414,78600
660,20190414,80200
660,20190414,78500
660,20190414,81000
660,20190414,80500
660,20190414,81800
660,20190414,79200
660,20190414,80200
660,20190414,80400
660,20190414,79700
660,20190414,78100
660,20190414,78400
660,20190414,78600
660,20190414,77800
660,20190414,77900
660,20190414,79000
660,20190414,78400
660,20190414,79900
660,20190414,76400
660,20190414,76600
660,20190314,74200
660,20190314,72300
660,20190314,73400
660,20190314,72700
660,20190314,72900
660,20190314,76100
660,20190314,75900
660,20190314,70500
660,20190314,68000
660,20190314,67800
660,20190314,68100
660,20190314,67300
660,20190314,66800
660,20190314,67700
660,20190314,66600
660,20190314,66700
660,20190314,68100
660,20190314,68100
660,20190314,69700
660,20190314,70100
660,20190214,70000
660,20190214,73700
660,20190214,75200
660,20190214,75400
660,20190214,76700
660,20190214,76700
660,20190214,75700
660,20190214,73700
660,20190214,74700
660,20190214,73800
660,20190214,77400
660,20190214,76200
660,20190214,75900
660,20190214,74100
660,20190214,73500
660,20190214,76700
660,20190214,75900
660,20190114,73900
660,20190114,75900
660,20190114,73400
660,20190114,71800
660,20190114,74600
660,20190114,70500
660,20190114,66800
660,20190114,66600
660,20190114,67000
660,20190114,64600
660,20190114,64900
660,20190114,64800
660,20190114,64000
660,20190114,62100
660,20190114,65100
660,20190114,65300
660,20190114,63600
660,20190114,59200
660,20190114,58700
660,20190114,58300
660,20190114,57700
660,20190114,60600
660,20181214,60500
660,20181214,61600
660,20181214,60100
660,20181214,60400
660,20181214,60000
660,20181214,58600
660,20181214,60300
660,20181214,61100
660,20181214,62200
660,20181214,61800
660,20181214,65500
660,20181214,66200
660,20181214,64900
660,20181214,65500
660,20181214,66800
660,20181214,66000
660,20181214,68200
660,20181214,69000
660,20181214,70500
660,20181114,69600
660,20181114,71500
660,20181114,71900
660,20181114,70800
660,20181114,70900
660,20181114,69300
660,20181114,69300
660,20181114,68100
660,20181114,67500
660,20181114,69800
660,20181114,70100
660,20181114,71800
660,20181114,70400
660,20181114,71900
660,20181114,74500
660,20181114,72900
660,20181114,72900
660,20181114,70800
660,20181114,70100
660,20181114,70500
660,20181114,72600
660,20181114,68300
660,20181014,68200
660,20181014,68200
660,20181014,66800
660,20181014,67000
660,20181014,64700
660,20181014,66700
660,20181014,69100
660,20181014,70000
660,20181014,70800
660,20181014,68700
660,20181014,70400
660,20181014,69700
660,20181014,70300
660,20181014,72400
660,20181014,69000
660,20181014,70300
660,20181014,71200
660,20181014,70300
660,20181014,70000
660,20181014,71700
660,20181014,73700
660,20180914,73100
660,20180914,75000
660,20180914,76700
660,20180914,79100
660,20180914,78800
660,20180914,78000
660,20180914,77200
660,20180914,77700
660,20180914,74500
660,20180914,75100
660,20180914,76600
660,20180914,76500
660,20180914,75900
660,20180914,78800
660,20180914,80000
660,20180914,81200
660,20180914,80600
660,20180814,83000
660,20180814,82700
660,20180814,82800
660,20180814,82400
660,20180814,83500
660,20180814,81800
660,20180814,81100
660,20180814,79800
660,20180814,78400
660,20180814,74700
660,20180814,74500
660,20180814,74700
660,20180814,75900
660,20180814,75400
660,20180814,75100
660,20180814,78000
660,20180814,79800
660,20180814,80700
660,20180814,79400
660,20180814,83300
660,20180814,83200
660,20180814,85600
660,20180714,86300
660,20180714,85900
660,20180714,86100
660,20180714,83100
660,20180714,80500
660,20180714,83600
660,20180714,81700
660,20180714,87900
660,20180714,90300
660,20180714,89300
660,20180714,88600
660,20180714,89300
660,20180714,88800
660,20180714,85600
660,20180714,86800
660,20180714,87300
660,20180714,87600
660,20180714,85300
660,20180714,86200
660,20180714,85000
660,20180714,86100
660,20180714,83700
660,20180614,85700
660,20180614,83500
660,20180614,85200
660,20180614,84300
660,20180614,84800
660,20180614,89500
660,20180614,88500
660,20180614,87800
660,20180614,84100
660,20180614,84000
660,20180614,87000
660,20180614,86300
660,20180614,88400
660,20180614,89200
660,20180614,88400
660,20180614,90900
660,20180614,91000
660,20180614,89800
660,20180614,91400
660,20180514,93400
660,20180514,95000
660,20180514,94800
660,20180514,94500
660,20180514,95200
660,20180514,94600
660,20180514,95300
660,20180514,89100
660,20180514,87900
660,20180514,86700
660,20180514,87000
660,20180514,84600
660,20180514,85400
660,20180514,86100
660,20180514,85800
660,20180514,83400
660,20180514,83500
660,20180514,83000
660,20180514,82900
660,20180514,83100
660,20180414,84500
660,20180414,87100
660,20180414,86500
660,20180414,82400
660,20180414,82100
660,20180414,84400
660,20180414,84400
660,20180414,87900
660,20180414,84600
660,20180414,82800
660,20180414,84000
660,20180414,84200
660,20180414,84000
660,20180414,81200
660,20180414,80400
660,20180414,80600
660,20180414,80300
660,20180414,82900
660,20180414,80400
660,20180414,81800
660,20180414,81300
660,20180314,81300
660,20180314,80300
660,20180314,80300
660,20180314,81400
660,20180314,84000
660,20180314,83100
660,20180314,88600
660,20180314,88400
660,20180314,89600
660,20180314,89900
660,20180314,89800
660,20180314,89600
660,20180314,90700
660,20180314,90000
660,20180314,84900
660,20180314,83300
660,20180314,83500
660,20180314,82700
660,20180314,82400
660,20180314,78300
660,20180314,77400
660,20180214,76800
660,20180214,78700
660,20180214,77500
660,20180214,77300
660,20180214,75900
660,20180214,76900
660,20180214,75500
660,20180214,76500
660,20180214,77600
660,20180214,77700
660,20180214,74500
660,20180214,73400
660,20180214,73900
660,20180214,71100
660,20180214,70200
660,20180214,70200
660,20180214,72200
660,20180214,74400
660,20180114,73500
660,20180114,73100
660,20180114,75300
660,20180114,75500
660,20180114,75800
660,20180114,72400
660,20180114,71300
660,20180114,71100
660,20180114,73300
660,20180114,75200
660,20180114,74100
660,20180114,74400
660,20180114,72700
660,20180114,74400
660,20180114,72600
660,20180114,72900
660,20180114,76900
660,20180114,78200
660,20180114,79300
660,20180114,77100
660,20180114,77700
660,20180114,76600
660,20171214,76500
660,20171214,75100
660,20171214,74000
660,20171214,76700
660,20171214,77000
660,20171214,80100
660,20171214,80200
660,20171214,77200
660,20171214,75700
660,20171214,76000
660,20171214,76800
660,20171214,77800
660,20171214,78700
660,20171214,78700
660,20171214,76000
660,20171214,77500
660,20171214,77900
660,20171214,79100
660,20171214,77400
660,20171114,76800
660,20171114,82400
660,20171114,82600
660,20171114,83100
660,20171114,85100
660,20171114,84700
660,20171114,86800
660,20171114,85000
660,20171114,82100
660,20171114,83000
660,20171114,82500
660,20171114,82000
660,20171114,83400
660,20171114,82300
660,20171114,82000
660,20171114,82400
660,20171114,83200
660,20171114,82400
660,20171114,83500
660,20171114,84400
660,20171114,83400
660,20171114,85300
660,20171014,82200
660,20171014,79800
660,20171014,78400
660,20171014,78700
660,20171014,81700
660,20171014,81800
660,20171014,84700
660,20171014,81200
660,20171014,79000
660,20171014,80900
660,20171014,83500
660,20171014,84200
660,20171014,86100
660,20171014,88500
660,20171014,89100
660,20171014,88700
660,20170914,82900
660,20170914,83200
660,20170914,82400
660,20170914,82100
660,20170914,86300
660,20170914,83100
660,20170914,83100
660,20170914,80700
660,20170914,79200
660,20170914,79700
660,20170914,77200
660,20170914,76800
660,20170914,75700
660,20170914,74700
660,20170914,73800
660,20170914,72600
660,20170914,71400
660,20170914,71700
660,20170914,69900
660,20170914,68100
660,20170914,68700
660,20170814,68600
660,20170814,68500
660,20170814,67600
660,20170814,67900
660,20170814,68400
660,20170814,68100
660,20170814,68000
660,20170814,68200
660,20170814,67200
660,20170814,67000
660,20170814,66400
660,20170814,66100
660,20170814,65100
660,20170814,61400
660,20170814,64400
660,20170814,64200
660,20170814,66300
660,20170814,64100
660,20170814,64000
660,20170814,65500
660,20170814,68000
660,20170814,65500
660,20170714,66000
660,20170714,64600
660,20170714,68400
660,20170714,66800
660,20170714,70400
660,20170714,73000
660,20170714,71200
660,20170714,71300
660,20170714,71000
660,20170714,70800
660,20170714,71200
660,20170714,71100
660,20170714,70600
660,20170714,68900
660,20170714,69000
660,20170714,67300
660,20170714,66600
660,20170714,68100
660,20170714,68000
660,20170714,65800
660,20170714,66300
660,20170614,67400
660,20170614,68500
660,20170614,67200
660,20170614,69200
660,20170614,67500
660,20170614,65000
660,20170614,65000
660,20170614,64800
660,20170614,64000
660,20170614,62800
660,20170614,60500
660,20170614,60600
660,20170614,59300
660,20170614,58800
660,20170614,57500
660,20170614,58300
660,20170614,56700
660,20170614,56500
660,20170614,56100
660,20170614,57100
660,20170614,56400
660,20170514,57000
660,20170514,57400
660,20170514,57900
660,20170514,57100
660,20170514,55800
660,20170514,55800
660,20170514,55100
660,20170514,56000
660,20170514,54200
660,20170514,55700
660,20170514,54700
660,20170514,55300
660,20170514,55600
660,20170514,55300
660,20170514,56400
660,20170514,55600
660,20170514,56900
660,20170514,55900
660,20170514,55400
660,20170414,54000
660,20170414,53600
660,20170414,53700
660,20170414,52400
660,20170414,52400
660,20170414,52000
660,20170414,51400
660,20170414,49850
660,20170414,50200
660,20170414,49200
660,20170414,49800
660,20170414,49750
660,20170414,49000
660,20170414,48850
660,20170414,49000
660,20170414,49800
660,20170414,49400
660,20170414,50300
660,20170414,51000
660,20170414,51800
660,20170314,50500
660,20170314,50900
660,20170314,51300
660,20170314,50800
660,20170314,50700
660,20170314,49500
660,20170314,48450
660,20170314,48650
660,20170314,47550
660,20170314,47600
660,20170314,46750
660,20170314,49150
660,20170314,48800
660,20170314,50300
660,20170314,51000
660,20170314,49200
660,20170314,48000
660,20170314,48000
660,20170314,48800
660,20170314,49350
660,20170314,47100
660,20170314,47700
660,20170214,46700
660,20170214,46000
660,20170214,47500
660,20170214,50200
660,20170214,50600
660,20170214,50900
660,20170214,49900
660,20170214,50400
660,20170214,49600
660,20170214,47900
660,20170214,48450
660,20170214,50700
660,20170214,50000
660,20170214,52700
660,20170214,54600
660,20170214,53300
660,20170214,53700
660,20170214,53700
660,20170214,52800
660,20170214,54000
660,20170114,53700
660,20170114,53300
660,20170114,51700
660,20170114,51600
660,20170114,50800
660,20170114,49150
660,20170114,49600
660,20170114,48850
660,20170114,49300
660,20170114,49300
660,20170114,50300
660,20170114,50600
660,20170114,51600
660,20170114,49750
660,20170114,49550
660,20170114,48000
660,20170114,46950
660,20170114,46500
660,20170114,47250
660,20170114,45800
660,20161214,44700
660,20161214,45350
660,20161214,45650
660,20161214,45650
660,20161214,46300
660,20161214,45500
660,20161214,45000
660,20161214,45150
660,20161214,45150
660,20161214,46400
660,20161214,45600
660,20161214,45850
660,20161214,44950
660,20161214,45300
660,20161214,45500
660,20161214,46250
660,20161214,45250
660,20161214,45200
660,20161214,44400
660,20161214,44400
660,20161214,44200
660,20161114,42900
660,20161114,42400
660,20161114,42600
660,20161114,42600
660,20161114,42650
660,20161114,43050
660,20161114,42700
660,20161114,40750
660,20161114,42000
660,20161114,41900
660,20161114,40850
660,20161114,39700
660,20161114,39700
660,20161114,39850
660,20161114,41000
660,20161114,39650
660,20161114,41500
660,20161114,41500
660,20161114,41200
660,20161114,41150
660,20161114,41000
660,20161114,42000
660,20161014,41000
660,20161014,42450
660,20161014,43000
660,20161014,42900
660,20161014,41050
660,20161014,40150
660,20161014,40950
660,20161014,40050
660,20161014,40050
660,20161014,41650
660,20161014,42300
660,20161014,41550
660,20161014,40950
660,20161014,41250
660,20161014,41300
660,20161014,41300
660,20161014,42200
660,20161014,42550
660,20161014,42600
660,20161014,41800
660,20160914,40200
660,20160914,40200
660,20160914,41200
660,20160914,41150
660,20160914,39500
660,20160914,39350
660,20160914,39400
660,20160914,39150
660,20160914,39250
660,20160914,39200
660,20160914,37800
660,20160914,37000
660,20160914,38950
660,20160914,38700
660,20160914,37900
660,20160914,38000
660,20160914,37500
660,20160914,36650
660,20160914,36100
660,20160814,36450
660,20160814,36300
660,20160814,36250
660,20160814,36250
660,20160814,35700
660,20160814,35750
660,20160814,35600
660,20160814,36000
660,20160814,35400
660,20160814,34150
660,20160814,33550
660,20160814,33700
660,20160814,34350
660,20160814,34800
660,20160814,33800
660,20160814,35050
660,20160814,34950
660,20160814,34800
660,20160814,33650
660,20160814,33550
660,20160814,33750
660,20160814,34850
660,20160714,34400
660,20160714,33550
660,20160714,33450
660,20160714,32050
660,20160714,32500
660,20160714,32000
660,20160714,32150
660,20160714,32100
660,20160714,32450
660,20160714,32750
660,20160714,32700
660,20160714,33050
660,20160714,32650
660,20160714,32000
660,20160714,32000
660,20160714,31050
660,20160714,30650
660,20160714,30600
660,20160714,31850
660,20160714,32750
660,20160714,32150
660,20160614,32400
660,20160614,31800
660,20160614,31150
660,20160614,32050
660,20160614,31800
660,20160614,31750
660,20160614,30950
660,20160614,29800
660,20160614,30050
660,20160614,29000
660,20160614,29650
660,20160614,29950
660,20160614,29050
660,20160614,28350
660,20160614,29000
660,20160614,29000
660,20160614,28550
660,20160614,28650
660,20160614,27600
660,20160614,28050
660,20160614,28500
660,20160514,28700
660,20160514,29000
660,20160514,28650
660,20160514,27000
660,20160514,27050
660,20160514,26850
660,20160514,27200
660,20160514,26300
660,20160514,26600
660,20160514,26200
660,20160514,25900
660,20160514,26100
660,20160514,26100
660,20160514,26100
660,20160514,26200
660,20160514,26400
660,20160514,25750
660,20160514,26650
660,20160514,27650
660,20160514,27850
660,20160414,28150
660,20160414,27900
660,20160414,29150
660,20160414,29150
660,20160414,27500
660,20160414,27500
660,20160414,27550
660,20160414,27550
660,20160414,27450
660,20160414,27200
660,20160414,27650
660,20160414,27250
660,20160414,27150
660,20160414,27150
660,20160414,27800
660,20160414,26900
660,20160414,27500
660,20160414,27850
660,20160414,27900
660,20160414,28200
660,20160314,28150
660,20160314,28650
660,20160314,28900
660,20160314,28550
660,20160314,29150
660,20160314,29450
660,20160314,30250
660,20160314,30200
660,20160314,29550
660,20160314,29450
660,20160314,29250
660,20160314,29200
660,20160314,29900
660,20160314,30350
660,20160314,30700
660,20160314,30300
660,20160314,30550
660,20160314,30500
660,20160314,31900
660,20160314,31900
660,20160314,31950
660,20160314,30950
660,20160214,30000
660,20160214,30800
660,20160214,30800
660,20160214,30900
660,20160214,30400
660,20160214,29900
660,20160214,29600
660,20160214,30200
660,20160214,30050
660,20160214,28900
660,20160214,27700
660,20160214,27350
660,20160214,27150
660,20160214,28100
660,20160214,28100
660,20160214,27450
660,20160214,28450
660,20160214,28400
660,20160114,27300
660,20160114,27650
660,20160114,27650
660,20160114,27850
660,20160114,28000
660,20160114,27150
660,20160114,26600
660,20160114,26800
660,20160114,28300
660,20160114,26700
660,20160114,26800
660,20160114,27900
660,20160114,28100
660,20160114,27800
660,20160114,28650
660,20160114,29700
660,20160114,30200
660,20160114,30750
660,20160114,30600
660,20160114,30150
660,20151214,30750
660,20151214,31200
660,20151214,30900
660,20151214,31700
660,20151214,32700
660,20151214,32200
660,20151214,30500
660,20151214,30600
660,20151214,30250
660,20151214,30400
